0,1,7.0,12,25,0,0,1,9,-99,-99,0,0
0,0,8.0,10,14,0,0,0,9,-99,-99,0,1
0,0,6.0,4,11,0,0,0,5,-99,-99,0,0
0,0,7.0,3,16,0,0,1,9,-99,0,1,1
1,0,6.0,4,20,0,0,1,9,-99,-99,1,1
0,0,6.0,12,12,0,0,0,7,-99,-99,0,1
0,1,7.0,5,22,1,0,1,10,-99,-99,1,1
0,1,5.0,6,9,0,0,0,6,-99,-99,0,0
0,0,5.0,4,18,0,0,0,9,-99,-99,0,0
0,0,7.0,3,23,0,2,2,8,1,-99,1,1
0,1,6.0,4,15,0,0,0,8,-99,-99,1,1
0,1,8.0,8,9,0,0,0,6,-99,-99,0,1
0,0,7.0,1,21,0,0,0,8,1,-99,1,1
0,1,6.0,4,13,0,0,0,9,-99,-99,1,1
0,1,5.0,8,17,0,0,1,5,-99,1,1,1
0,1,7.0,2,13,0,0,0,9,-99,-99,0,0
0,0,6.0,5,29,0,0,1,7,-99,-99,1,1
0,0,8.0,2,23,1,2,0,9,-99,-99,0,1
0,0,8.0,2,10,0,0,0,8,-99,-99,1,1
1,1,6.0,3,9,0,0,0,3,-99,-99,0,1
0,0,5.0,2,6,0,0,0,3,-99,1,1,1
0,1,7.0,3,23,2,0,1,9,-99,-99,0,1
0,1,3.0,6,31,0,0,0,7,-99,-99,1,1
0,0,4.0,3,16,0,0,0,9,-99,-99,1,1
0,0,4.0,3,22,0,0,0,8,-99,-99,1,1
1,1,4.0,14,14,0,1,1,9,-99,-99,1,1
1,0,7.0,2,16,0,1,5,9,-99,-99,1,1
0,1,4.0,5,11,0,0,0,5,-99,1,0,0
0,0,7.0,4,11,0,0,1,9,-99,-99,0,0
1,1,6.0,10,34,0,0,0,6,-99,1,1,1
0,0,4.0,5,17,0,0,0,8,-99,1,0,1
0,1,6.0,5,12,0,0,0,6,-99,-99,0,1
0,0,5.0,5,28,0,0,0,9,-99,0,1,1
0,1,2.0,5,10,0,0,0,6,-99,1,1,1
0,1,6.0,2,11,0,1,0,9,-99,-99,0,1
1,1,4.0,3,15,0,0,0,6,-99,-99,1,1
0,1,7.0,5,11,0,0,0,7,-99,-99,0,1
0,1,5.0,7,16,3,0,0,8,-99,-99,0,1
0,1,6.0,11,11,0,0,0,9,-99,-99,0,0
0,1,4.0,1,10,0,0,1,6,0,-99,1,1
0,1,6.0,1,25,0,0,1,7,-99,-99,1,1
0,1,6.0,3,13,0,0,1,9,-99,-99,0,0
0,0,5.0,7,18,1,0,4,9,-99,-99,1,1
0,0,8.0,4,9,0,0,1,9,-99,-99,0,1
0,0,7.0,2,20,0,0,1,5,-99,-99,1,1
0,0,8.0,7,29,0,0,0,9,-99,-99,1,1
0,0,5.0,8,18,0,0,2,9,-99,-99,0,0
1,1,6.0,4,15,0,0,0,5,-99,-99,1,1
0,1,3.0,9,11,0,0,0,4,-99,1,1,1
0,0,9.0,4,10,0,1,2,9,-99,-99,1,1
1,0,8.0,3,8,0,0,0,9,-99,-99,0,1
0,1,6.0,3,21,0,0,0,5,-99,-99,1,1
0,0,8.0,3,12,0,0,0,7,-99,-99,0,0
0,0,1.0,5,7,0,0,7,3,-99,1,1,1
0,1,7.0,3,6,0,0,0,9,-99,-99,0,0
0,0,6.0,2,15,0,0,0,9,-99,-99,1,1
0,0,8.0,7,17,0,0,0,9,-99,-99,1,1
0,0,8.0,2,19,1,0,0,5,0,-99,1,1
0,0,6.0,1,9,0,0,0,3,-99,-99,1,1
0,1,4.0,2,12,0,0,6,9,-99,-99,1,1
0,0,7.0,5,7,0,0,0,9,-99,1,0,1
0,0,8.0,3,10,0,0,0,8,-99,-99,1,1
0,0,7.0,5,18,1,1,5,8,-99,-99,0,0
0,1,6.0,2,19,8,0,0,9,-99,-99,0,0
0,1,4.0,1,14,0,0,0,9,-99,-99,1,1
0,1,6.0,3,25,0,0,0,9,-99,1,1,1
0,0,8.0,4,21,0,0,0,9,-99,1,1,1
0,1,3.0,1,10,0,3,0,9,-99,-99,1,1
0,0,7.0,2,7,0,0,1,4,0,-99,0,0
0,1,6.0,4,10,1,0,0,9,-99,-99,0,0
0,0,3.0,8,18,0,0,1,7,-99,-99,1,1
1,1,8.0,3,16,0,0,0,4,-99,-99,1,1
0,1,8.0,3,13,0,0,0,7,-99,-99,0,1
0,0,6.0,7,23,0,0,0,9,-99,-99,1,1
0,0,4.0,4,14,0,0,0,8,-99,-99,0,0
0,0,7.0,4,8,0,0,0,7,-99,-99,1,1
0,0,6.0,1,15,0,0,0,6,-99,-99,1,1
0,1,5.0,3,11,0,0,0,5,-99,1,0,1
1,1,6.0,3,10,0,0,2,7,-99,-99,0,0
0,0,6.0,5,9,0,0,0,5,-99,-99,1,1
0,1,7.0,1,10,6,0,1,9,-99,-99,0,1
0,1,7.0,2,7,0,0,0,5,-99,-99,0,0
0,0,8.0,2,4,0,1,1,7,-99,-99,1,1
0,1,8.0,3,8,0,0,0,9,-99,-99,1,1
0,1,5.0,3,17,1,0,1,9,-99,-99,1,1
0,1,5.0,1,1,0,1,0,6,-99,1,0,0
0,0,5.0,2,10,0,0,0,7,-99,-99,1,1
0,1,8.0,10,19,0,0,0,6,-99,-99,0,0
1,0,7.0,4,12,0,0,5,9,-99,-99,1,1
0,0,8.0,4,10,3,1,0,5,-99,-99,0,0
0,0,6.0,1,17,0,0,0,9,-99,-99,1,1
0,1,3.0,12,15,0,3,2,4,-99,1,1,1
1,0,6.0,3,8,0,0,3,9,-99,-99,1,1
0,1,9.0,1,8,0,0,0,8,-99,-99,0,0
0,0,6.0,1,11,0,0,0,6,-99,1,1,1
0,0,6.0,1,14,0,0,0,6,-99,-99,0,1
0,1,7.0,4,15,0,0,1,9,1,-99,1,1
0,1,6.0,2,8,0,0,5,9,-99,-99,1,1
0,0,2.0,2,11,1,0,0,5,-99,-99,0,0
0,0,8.0,5,21,0,0,2,9,-99,-99,1,1
0,1,8.0,14,40,0,0,2,9,-99,-99,1,1
0,1,3.0,3,18,0,0,1,9,-99,-99,0,0
0,0,6.0,3,6,0,0,1,9,-99,0,0,0
0,0,5.0,6,19,0,0,1,9,-99,1,1,1
0,1,6.0,6,13,0,0,0,9,-99,1,0,0
0,1,4.0,5,10,1,0,0,6,-99,-99,0,0
